Latitude,Longitude,Depth,Datetime,Surf_DH
85.22,78.129,3.757202392578125,2008-02-08,0.14801
85.335,77.976,3.7782978515625,2008-02-09,0.14758
85.431,77.702,3.794872802734375,2008-02-10,0.15195
85.551,77.429,3.779987548828125,2008-02-11,0.15356
85.676,75.933,3.68191357421875,2008-02-12,0.15215
85.712,74.023,3.79681005859375,2008-02-13,0.14963
85.695,72.204,3.805370361328125,2008-02-14,0.14682
85.645,71.446,3.78538525390625,2008-02-15,0.14891
85.635,71.074,3.778392822265625,2008-02-16,0.14874
85.676,70.463,3.79473291015625,2008-02-17,0.14981
85.673,68.623,3.79650390625,2008-02-18,0.15595
85.646,66.814,3.801339599609375,2008-02-19,0.14613
85.626,65.981,3.79489111328125,2008-02-20,0.14173
85.604,65.606,3.790731689453125,2008-02-21,0.14294
85.616,65.131,3.7804267578125,2008-02-22,0.13997
85.607,64.292,3.7754404296875,2008-02-23,0.14589
85.6,63.318,3.7921796875,2008-02-24,0.14905
85.555,62.605,3.800589599609375,2008-02-25,0.15051
85.532,62.338,3.79797607421875,2008-02-26,0.15136
85.549,62.567,3.80007275390625,2008-02-27,0.14969
85.567,62.363,3.80209814453125,2008-02-28,0.14752
85.553,61.576,3.804791748046875,2008-02-29,0.14797
85.503,61.009,3.847314697265625,2008-03-01,0.14476
85.494,60.917,3.85407568359375,2008-03-02,0.14645
85.483,60.795,3.87906298828125,2008-03-03,0.14504
85.472,60.717,3.896193359375,2008-03-04,0.14445
85.464,60.582,3.898256591796875,2008-03-05,0.14642
85.51,59.913,3.87693017578125,2008-03-06,0.14413
85.576,60.598,3.881022216796875,2008-03-07,0.14527
85.579,60.693,3.881383544921875,2008-03-08,0.14522
85.479,59.591,3.850740966796875,2008-03-09,0.14444
85.436,58.981,3.934168701171875,2008-03-10,0.14342
85.462,58.665,3.906092041015625,2008-03-11,0.14269
85.486,58.248,3.857992919921875,2008-03-12,0.14237
85.519,57.536,3.84285546875,2008-03-13,0.14287
85.516,56.503,3.84372802734375,2008-03-14,0.14218
