X_meters,Y_meters,Longitude,Latitude,Depth
3154258.5604359005,2454258.5604359005,-9.66112078519696,82.29826584848156,2.98035009765625
3204258.5604359005,2454258.5604359005,-6.3319715401161325,82.36098659107931,4.15553125
3254258.5604359005,2454258.5604359005,-2.959381432352602,82.39750272677502,2.12167626953125
3304258.5604359005,2454258.5604359005,0.4338359885063168,82.40743842302005,3.602186279296875
3354258.5604359005,2454258.5604359005,3.824016402592358,82.39069017210502,3.3379677734375
3404258.5604359005,2454258.5604359005,7.1876217159036075,82.34743214299212,3.1387919921875
3454258.5604359005,2454258.5604359005,10.502204164960911,82.2781072020856,0.7111090698242187
3504258.5604359005,2454258.5604359005,13.747261086609452,82.18340465940328,1.6007415771484377
3554258.5604359005,2454258.5604359005,16.904903797575077,82.06422726752285,2.5225
3104258.5604359005,2504258.5604359005,-13.710246656441964,82.64850493550162,2.946527099609375
3154258.5604359005,2504258.5604359005,-10.257249739444704,82.74210246392259,3.152333251953125
3204258.5604359005,2504258.5604359005,-6.727355614890584,82.80867062273856,3.925069580078125
3254258.5604359005,2504258.5604359005,-3.1454682011948267,82.84745884896145,2.607978271484375
3304258.5604359005,2504258.5604359005,0.4611678408200595,82.85801691659958,3.633917724609375
3354258.5604359005,2504258.5604359005,4.064157641904053,82.84022058849787,3.977793701171875
3404258.5604359005,2504258.5604359005,7.635277265943614,82.79427885464321,3.934968505859375
3454258.5604359005,2504258.5604359005,11.14777520386314,82.72072179574464,3.189556640625
3504258.5604359005,2504258.5604359005,14.577508069820889,82.62037067655048,1.4141754150390624
3554258.5604359005,2504258.5604359005,17.903798097921342,82.49429406867304,1.874598876953125
3604258.560435901,2504258.5604359005,21.10995280168372,82.34375516373922,3.876100341796875
3654258.560435901,2504258.5604359005,24.183443716854494,82.17015577536235,3.893466552734375
3104258.5604359005,2554258.5604359005,-14.5939171890007,83.08537816179347,3.04959228515625
3154258.5604359005,2554258.5604359005,-10.930831526997938,83.18494129451612,3.498279052734375
